segment,delta0,theta0,alpha0,beta0,gamma0,TBR0,delta1,theta1,alpha1,beta1,gamma1,TBR1,delta2,theta2,alpha2,beta2,gamma2,TBR2,delta3,theta3,alpha3,beta3,gamma3,TBR3,Mean_TBR,label,file
49,0.032090875043490896,0.02745978925903155,0.10310920292667787,0.0588175850853538,0.1747968483305974,0.04522109687119857,0.10403038147605977,0.049697910154557545,0.32838214325626913,0.2689776249157053,0.38178729753373075,0.03935867529286688,0.04675314075164467,0.0851011877902139,0.27272821711024375,0.24459081054352633,0.44959537631927743,0.08515094748507596,0.025035136800535294,0.009332046843565802,0.03527510915201475,0.07458812307120641,0.6845607757652835,0.008810822102209065,0.018532021006496563,EC,EC.csv
50,0.07745512515915536,0.129117153349533,0.11858901964855223,0.05222849633454826,0.08140807748512428,0.21953272212203992,0.25291539155810544,0.09664954277595925,0.4122056950153892,0.4680625535280143,0.2731182780540263,0.04015664402183447,0.07911096042214995,0.06830533133087689,0.12305558338700262,0.3674035237511358,0.5451714562213783,0.0482399325960013,0.060086945477336784,0.07170232596325267,0.06506158265926455,0.07610454456383435,0.37117395832034306,0.06702397861632003,0.10140100137647727,EC,EC.csv
51,0.06861033317175709,0.09397655035941409,0.05686629451324042,0.01575810937999114,0.07810491501028903,0.29255710621653874,0.13808172019241813,0.19367982785181653,0.3130938241862478,0.2900605512442074,0.5396814650101296,0.1458840862197435,0.034711932098158364,0.10641558992323444,0.23229982961000145,0.153206561759809,0.5514939943461281,0.1527532425081739,0.06705038735644263,0.05977832100500444,0.030143575945482864,0.048770683671473705,0.3878474547697977,0.08270301531436237,0.1555264813294051,EC,EC.csv
52,0.013916483130597674,0.03478963166708414,0.17644480155821884,0.02102970741656467,0.1280615653710298,0.1020169076604161,0.1393242584659445,0.2702797655164162,0.4662599098769288,0.17400481630335282,0.47531019937150587,0.3036500151100847,0.018219261964470497,0.2549209448569838,0.4776590018044053,0.10518181825952364,0.39283187572306005,0.4667391021401177,0.005736132409607478,0.02075241286345179,0.077054149844286,0.057340502428503484,0.5211258614728506,0.025148302837904635,0.12128586845156018,EC,EC.csv
53,0.008710921452293843,0.015696597546683566,0.02780042395712827,0.0326688847155131,0.04957791118178889,0.040209047322769476,0.20555474205657567,0.17999221981465163,0.34379352594767915,0.1963839541490863,0.2898297774985983,0.18743437264937943,0.05943101283403768,0.11523166181594985,0.3264263772360147,0.13426863291763047,0.1639069739232223,0.18154012490045676,0.010391711027864443,0.009940615143947243,0.020894108325813527,0.0635196997004884,0.26404410839093584,0.011034399508480477,0.048596544916617926,EC,EC.csv
54,0.010242604812028393,0.09201897763738677,0.156378768475636,0.03429160486770977,0.0329739673431208,0.20262723710305863,0.07240619796255181,0.004526366176946878,0.19208631865162243,0.2197836285179053,0.4159922931705312,0.007645784513033084,0.07887246190278195,0.09097983515961185,0.23105281783970577,0.2121994698987555,0.39631203089722405,0.10205516752997806,0.014758597728992608,0.04054692475322498,0.07680386139601882,0.0702250679129828,0.21850030087588868,0.04075036039158949,0.07774244104544491,EC,EC.csv
55,0.0017673922741452425,0.056200393562746725,0.0557292696369342,0.014542088906994658,0.12740897840325588,0.1838112529864816,0.04324215843740003,0.06577802814008508,0.37682991044909236,0.21003563981796844,0.23249724442309705,0.06781810983154275,0.02156257144153023,0.18438805137153028,0.6356042966631197,0.08813154920105612,0.3773316192628071,0.3790569999096454,0.008876697232130077,0.04295721006054201,0.061793209527074976,0.046623267121500486,0.38202390765549804,0.061911141422352135,0.13123325595879015,EC,EC.csv
56,0.010405307460606772,0.07828575795403636,0.05743930566383028,0.006943734476577559,0.11556463238714083,0.305005187648472,0.14587020457884606,0.0842120700865256,0.15587374774890708,0.3154194138164963,0.6588051928924118,0.056544161653806074,0.046229869650377675,0.07039353213292443,0.11448408548112016,0.2739501052833441,0.8256901453367366,0.06433758717681413,0.014408515035634038,0.02898190826866691,0.031433753147154936,0.06619815443947803,0.358882391986877,0.030750150959573605,0.09291235954159645,EC,EC.csv
57,0.01035465394630932,0.026024661830947687,0.06011259270014056,0.050481704475177414,0.09021026879915288,0.04793934727718267,0.05151542839925358,0.3992349945719973,0.15053386627384338,0.28667467092174737,0.27768208031761493,0.3061359818363437,0.00912659517906974,0.19072984240960628,0.2924885900499953,0.18023901866664538,0.4000002907539851,0.23959437512403559,0.00920593275087521,0.008513230211038341,0.02129312118212667,0.10860237632244367,0.37641226758412233,0.005297418943836933,0.06660940674570545,EC,EC.csv
58,0.0010785482460711356,0.015772615859080356,0.009536807770956541,0.03918463041662433,0.09305507624439278,0.036127058681113856,0.20792421724351487,0.3137154532057216,0.15231132875741307,0.3815990979171693,0.6127331351752728,0.18702058670869529,0.06063309204047801,0.25253721280280644,0.1782636468049802,0.35321440801776305,0.5930137952554687,0.18223891348849125,0.002689622135961252,0.007805043343355127,0.014057881129813352,0.07811456028098958,0.3609379573303394,0.007000710598891677,0.04432040628569053,EC,EC.csv
59,0.003633433934601857,0.028937015164368668,0.043461114908449165,0.04363551646667484,0.22774587114300632,0.05828613097760797,0.069389772547175,0.04432198247019113,0.32865449930985974,0.4230528500778582,0.3716048197679295,0.01623695947409256,0.026067036426541183,0.03130565060431617,0.28657156277006895,0.44510765013320336,0.6721147030069525,0.0187135045170882,0.006467814949951742,0.014194641503000422,0.023958813950899535,0.07618330749222893,0.8608669379975757,0.013168195101130818,0.01450171568624506,EC,EC.csv
1,0.1736720569043678,0.27006424606807855,0.5607032725149741,0.03251550885709621,0.26866315462849205,0.6009020887092763,0.4998178574071212,0.15917762149219808,0.20390140898394876,0.34026957143258685,0.5208380558731729,0.10254763273435225,0.23526335597179468,0.136624324964291,0.06372752259147377,0.08014404010291373,0.22777309289581132,0.2991294390148553,0.38675531802559693,0.4482946487623174,0.5039509844009249,0.13025942889898073,0.6802141694626623,0.2565726711499581,0.38152347475994314,EC_Post,EC_Post.csv
2,0.3323261368845696,0.43816924618829156,0.6806101511323963,0.1338063630647266,0.4058839308076334,0.36769528844787464,0.2184280329121471,0.27414188291261743,0.2060684421819688,0.18907656174432044,0.36313683818011033,0.29025382333520344,0.04812945684903006,0.3706850394617078,0.35687991027964805,0.1450684036076533,0.26730259197067263,0.5428865624431691,0.41526752627351815,0.4801868524793183,0.39921956028733924,0.13449914495629398,0.9477005062866279,0.2667404822319775,0.3910623749982021,EC_Post,EC_Post.csv
3,0.03357528833011786,0.048446590652971515,0.4906518854427255,0.2566591288009048,0.15083479449582343,0.020831316529976183,0.19607914160439863,0.30993057566270765,0.2792755407268128,0.3059877643036957,0.09204593850690325,0.22450209771861243,0.03748237359365047,0.19308578100119284,0.18144421866065238,0.23206814386024704,0.10408193549935683,0.19879228627276324,0.04340062212732497,0.04021763566537194,0.16281613892916189,0.16295720665543031,0.38712670007508776,0.01791012129717865,0.05677696001249216,EC_Post,EC_Post.csv
4,0.02712824474884243,0.12025480853794555,0.3403462821028285,0.535060801712276,0.3334978098468421,0.025741646817634807,0.2454658914733875,0.29090322816250913,0.12590738015510483,0.6448355517167097,0.2357120454586512,0.1015778084546323,0.0158190237302529,0.09420380283496477,0.11649459024505238,0.30785424961114566,0.10118675151018307,0.07736905571449376,0.05997750756954886,0.060133922041235056,0.0781786801873254,0.2684382098248133,0.32176222786981584,0.016307001127222994,0.027366197976408775,EC_Post,EC_Post.csv
5,0.06612765228332772,0.06896652434759312,0.34367594919565353,0.36899791781542657,0.23193792798981244,0.0207187902280722,0.2218833671355191,0.06360207126529213,0.18713846238679982,0.5189767500757347,0.551785209861591,0.018569014689887822,0.04722480054712457,0.02082569898971215,0.12739005885910268,0.3711253020095883,0.3288476887807209,0.01513903214753623,0.019073453302300612,0.01670103530284694,0.04790298771992902,0.16645753593820117,0.21753969177410276,0.0068063703447381095,0.0008570276518248994,EC_Post,EC_Post.csv
6,0.0637355926076615,0.10492167725934094,0.7886798334974103,0.22371024873150694,0.2347804745502008,0.05480795082540026,0.041641840174944725,0.09863541861770536,0.1602270134781051,0.4183066075457508,0.604994219093747,0.04791249529162689,0.07746081683029588,0.1281335048777815,0.11182259255821009,0.23736232335878887,0.43328306383487375,0.130289191356327,0.006049118022474624,0.016090184988318396,0.15536560184295298,0.09635781887159518,0.23360941723704615,0.0118172185285812,0.029452077489669375,EC_Post,EC_Post.csv
7,0.011042317295482098,0.03907946494964261,0.28100800722005076,0.3347659954679541,0.2912953084409451,0.011822315967360272,0.03731048651626378,0.1585872780108748,0.14447521686722292,0.298080077085737,0.539794781062665,0.11604127860843128,0.015581006117917228,0.06504459808750707,0.043432795663735244,0.4212344834550819,0.493916830983196,0.04054793797518333,0.002076474791870962,0.01160738330848491,0.025002139122215446,0.11673200703066637,0.2911586263437743,0.006827459246805292,0.013784872065940645,EC_Post,EC_Post.csv
8,0.010982345906647374,0.2453501994204342,0.5965314591400347,0.38677237476589776,0.411782905579631,0.07791908436087669,0.21400891227570645,0.16031751577720937,0.18914182230492738,0.46961674596539704,0.7309272631934476,0.07330991315036753,0.09219737393023153,0.2965549993920258,0.22468581869473883,0.45962814396383395,0.5642627208684363,0.16940865262505495,0.06746198835442113,0.16922661988525836,0.15932022042274713,0.14973774945007762,0.3873887683903798,0.08448793877929882,0.1038108418739458,EC_Post,EC_Post.csv
9,0.009605505891651362,0.0807918535273931,0.20521885083141608,0.3719323180926302,0.22649765019863388,0.02458496220038892,0.1030142670784065,0.11698759442230228,0.1063979719964283,0.3596603247293867,0.15374814997105557,0.06961073142272496,0.033200156909595595,0.1704603331909795,0.13766094293883202,0.4263867911531157,0.29429787184865885,0.10434002633925067,0.05016191943381969,0.08915290905703402,0.045939915003185505,0.14053782181294094,0.17390478692047595,0.04695793169387218,0.05239617268480394,EC_Post,EC_Post.csv
10,0.031005882576026222,0.025576245909708556,0.12157698241083656,0.14439538795142176,0.3515224000715274,0.019221482750489235,0.16665749386580336,0.27173134233582386,0.4570575315234236,0.2139656666744554,0.8586746051153614,0.2625943625974758,0.1387303641328173,0.17080493354362297,0.28085856086843525,0.13288193100942403,0.7150319384697983,0.2687575841198059,0.006983947312490541,0.005454257993048191,0.01197208663521751,0.04794128556589425,0.459687954842581,0.008162648463384683,0.060936078158156604,EC_Post,EC_Post.csv
11,0.09734799763475127,0.12877881253290918,0.08390179656488221,0.41260838305879893,0.34047630381379385,0.03682283248992145,0.4679157722725527,0.09652194050325427,0.4880931019073061,0.45642233132196586,0.5660893856578774,0.04152907072077111,0.34126697683395935,0.14550865034185728,0.12845240738141567,0.36225715874483927,0.37374198019878835,0.10308909257530766,0.05503283900240077,0.04891564231293285,0.047932886825633604,0.20197967130831804,0.39407773729129425,0.017635197067371718,0.026566927614244278,EC_Post,EC_Post.csv
12,0.026174383567482234,0.036730691511496105,0.22760269464367328,0.4594918713394294,0.5718102225504239,0.00694540341775452,0.2193339688416949,0.07960485739097128,0.5965523337698504,0.7660178427847516,0.44655123712731404,0.010610415912695764,0.1426907304597828,0.0838746485230985,0.25759888167291556,0.5161497718394803,0.34698798086640864,0.04313703469057027,0.025494637370814567,0.019137539574257807,0.04772502705114081,0.19516960326449817,0.5830322483915518,0.0066011058967932355,0.0,EC_Post,EC_Post.csv
13,0.01641498835453057,0.09940455601509521,0.2241230297013392,0.2842559799540888,0.3694338787132916,0.04091958709866773,0.07847963818590706,0.2075004480988794,0.2405673303267059,0.52205145455625,0.7112929895363308,0.08732776347945122,0.026139887028082915,0.21494464436616875,0.13598765124271586,0.3286026466801111,0.45530788007822204,0.1652814255061112,0.009067960573009426,0.009840459125605655,0.036714586146333966,0.11806841739561132,0.3588587798419742,0.005630068850355045,0.030073986064556787,EC_Post,EC_Post.csv
14,0.006810843437708656,0.06555912585241667,0.3669800215975565,0.44132632309038256,0.25136657127863415,0.01581871534765824,0.11789982073924311,0.1160655570766427,0.2970292031189664,0.4544390876192407,0.3776768800987117,0.05229555130097194,0.018464170117138322,0.047102516356269275,0.307735490577756,0.3321892970467035,0.3165662821849985,0.03676527741944877,0.0021433739177014388,0.014369843632415563,0.053141691379607926,0.15162914274877998,0.2615577766378586,0.006407044284756798,0.006085896526823859,EC_Post,EC_Post.csv
15,0.03400551125493406,0.09071773032506501,0.17895378997668074,0.25151338001622453,0.25555012536266425,0.04197888123742545,0.06930224192809335,0.10698185967504595,0.21468157882121833,0.16755995152713835,0.29039731567108995,0.12922497032030095,0.02251458474184213,0.25781651485690227,0.06597887730873431,0.1959871309420716,0.3498047043293814,0.3025476882672223,0.006236426566571253,0.013406557799288739,0.01320605928061724,0.10720270842968589,0.2040488408395203,0.008740183958934545,0.05402886959886989,EC_Post,EC_Post.csv
16,0.08099216367345105,0.29292851987494156,0.6196876711296052,0.3105303011894172,0.2042289148936074,0.11566594647722125,0.04652809990135394,0.0371277746333528,0.3928956098303139,0.3055429246691541,0.41840547429772534,0.023962954903222,0.030364094200337987,0.1397565151869217,0.17217661054572533,0.3931483547806291,0.3578976153914723,0.09210725580626862,0.021115990527580408,0.04108444344870341,0.07701294718337234,0.13437595758992724,0.27324306720711583,0.022239789596863152,0.04407858798694131,EC_Post,EC_Post.csv
17,0.02012196045297068,0.12950531878306007,0.8468787826671069,0.2876931098106741,0.5583266066896567,0.0534747933164874,0.251239173435851,0.01944201955887291,0.07356760608364764,0.17990693776395786,0.2738441640038211,0.028755197330247534,0.04515202381991299,0.0013475655687888418,0.24384813990967014,0.26286314530844823,0.3092404929879533,0.0031294105602695946,0.005652160518110001,0.026188381573184906,0.14827637376339106,0.12436096227219688,0.5103702493052821,0.015089226386814734,0.01480503353035379,EC_Post,EC_Post.csv
18,0.005872811466645159,0.11456814234818108,0.422258654301363,0.29124658648241813,0.47240203928732094,0.04642716368692149,0.02449838178030318,0.04081333806563152,0.058582575049400634,0.3337180955073151,0.42162527450663745,0.023077223240077126,0.011760973240303205,0.09664425182241064,0.07669313467818292,0.28975066749045314,0.5292165548386549,0.08358926805998863,0.002868788304540194,0.019630738558544095,0.07639443474247358,0.11836478739718158,0.5199349495422453,0.011752869702933324,0.019126271888371085,EC_Post,EC_Post.csv
19,0.08258302845802194,0.28644011607425746,0.9999999999999999,0.12334122704655216,0.31165123791979193,0.2568275970858072,0.09503440052139787,0.14731980388742344,0.3930259359893676,0.32242960869981585,0.40225507919100245,0.09972109440035803,0.01737655722305896,0.20645982631154644,0.5441278926320696,0.2927680714512953,0.3072343384811548,0.17525802856168893,0.02125031271181101,0.04965703937000793,0.1497335238928141,0.06003716522908768,0.3551404598864341,0.05742370314014833,0.12334087475097867,EC_Post,EC_Post.csv
20,1.0000000000000002,0.14270440368990608,0.08355938048717608,0.14946194009279953,0.4544867975685176,0.10843879097239269,0.10835095921745384,0.3475376266452488,0.18108275863882897,0.2642427761651377,0.3271827783292752,0.2844289128377192,0.1626252481114176,0.19860393418611627,0.3610255171470751,0.18721882488332833,0.3234332536031184,0.24218883171090322,0.4551220479011265,0.039678280380982194,0.04490942745436549,0.07208715703419077,0.497925466364839,0.03893477502372001,0.1058963878690511,EC_Post,EC_Post.csv
21,0.13538639269516245,0.08628994851311296,0.14931476989741785,0.19847367145365163,0.4383704711760923,0.05015278028485666,0.02936904232308658,0.21753042923862545,0.2879821839504959,0.42637796608021405,0.5450967279130492,0.11412454544320291,0.12679686787168012,0.2331835718197298,0.3049013205339122,0.3292900051533546,0.42379751154547757,0.178885392781554,0.06529398269563469,0.25329929807804885,0.47862274376859604,0.15959545955331275,0.5437836706365189,0.11935323345173865,0.13350423444301263,EC_Post,EC_Post.csv
22,0.010828153710572138,0.06842611787151817,0.17955061792338325,0.23529730396248547,0.4681002475672805,0.03326133233190385,0.2661784170574599,0.27957619425274516,0.3960130209100014,0.16368116274332664,0.4816789602845786,0.3272538696034766,0.07667399290794638,0.09127060520174224,0.0905745756688812,0.30259855856025075,0.4288402367936382,0.07612963226277114,0.012730803078580297,0.05208085333819632,0.029422041554957243,0.08103183084217284,0.4113695994591399,0.04592841416811875,0.08149074823393028,EC_Post,EC_Post.csv
23,0.005194596347080971,0.1267621942808464,0.1510805885108818,0.18284528363358787,0.338421793838287,0.08037177444922068,0.23899253329279654,0.2596079607395413,0.22259381038160952,0.307638183576011,0.45365073697576586,0.18662170526844915,0.10382927862097457,0.15201501222466549,0.14978360246392033,0.2454960001208401,0.24888519686196464,0.14995989702739226,0.04729996317500191,0.053538641324858,0.06786839771376788,0.05653302972032323,0.266532052404435,0.06525352012018396,0.09954058611154389,EC_Post,EC_Post.csv
24,0.02492441815358117,0.09336016802508741,0.29044387642537756,0.2713591342701665,0.5157939604816584,0.040110712080711965,0.038481284346256195,0.21119730121238714,0.2832584076038118,0.17848944151066545,0.7918145019426679,0.23486374004094615,0.041478174303696394,0.3358487002565583,0.3076241223700637,0.2294184064376883,0.8188347841063948,0.34723302996627764,0.010972439570951613,0.01991791963002861,0.046142155198762684,0.09967112534893555,0.5446935642951858,0.014225312518368526,0.07635364135860816,EC_Post,EC_Post.csv
25,0.029472648925555543,0.13147536389962713,0.3708279079862266,0.3421088538596034,0.28046128320830427,0.04569268593689276,0.036395625828160694,0.13475722834899118,0.39805662308813616,0.4088250719481784,0.3271741874896154,0.07052198312949043,0.07383102563601342,0.2125299393502168,0.5242835243449226,0.37967027498492834,0.2888856152086924,0.14410074211330595,0.007416148546266421,0.02848383833418016,0.054172158654541634,0.13013993426721507,0.2776394644447674,0.01572268670995852,0.03516339905345949,EC_Post,EC_Post.csv
26,0.031531797729602073,0.09671754585204911,0.26689942229501346,0.386140637898418,0.39101838932379696,0.028854815784538534,0.08138470623336463,0.18666367930521274,0.29186534148940096,0.13921003995872763,0.2880572983817732,0.24764925359583337,0.03194367022477607,0.23010191865482113,0.45854911544118726,0.3720346419746891,0.3325486294604736,0.15876270934225234,0.014111005016137252,0.012568010489441766,0.033207631135583636,0.13683896017310526,0.43129008165870447,0.006214970615855125,0.04673447671868844,EC_Post,EC_Post.csv
27,0.024797979103243994,0.18235237175771568,0.0547819360036339,0.2679743449071922,0.1995238487322008,0.08175253440749633,0.18101200408695517,0.12728518125124086,0.14889167616328808,0.09212285080479163,0.5409610946449409,0.22319657767589215,0.10725300860225445,0.036805727276781844,0.06438101907456142,0.18876306601105527,0.4189614343988046,0.04718335005725848,0.018835503748788673,0.024503476360237312,0.01019045881152213,0.10301004091746485,0.22992155993221508,0.01702759546191574,0.051367175967824114,EC_Post,EC_Post.csv
28,0.03644655230968083,0.11902393975382404,0.159642646890106,0.5254709248615104,0.34497525078538466,0.025962454843745784,0.10509015620937093,0.18738429580488003,0.15829035851074333,0.12562372141975678,0.13830627818282148,0.26532151009314964,0.16153809123139565,0.06448818096439585,0.3367153985378954,0.12446369780156755,0.03994442570621236,0.10937783220283134,0.12617599509284494,0.11771563346070943,0.04879221830351513,0.29871366864539006,0.24887648127078993,0.02954852441743705,0.062330896040993275,EC_Post,EC_Post.csv
29,0.15042465684079187,0.08759197283991645,0.7744344881577732,0.29594865743383353,0.3528085686683981,0.03429093350931366,0.12790895814409267,0.19353336000466562,0.1809490811306025,0.4413007531705533,0.28704812359455656,0.09695692260880315,0.2322581663783985,0.1142031043315803,0.0843346764264139,0.19357797209232808,0.07783654080207823,0.1370170227532345,0.039942689393159,0.02943330322078436,0.12046533826097601,0.11357327421635885,0.35305732030047865,0.01865317373115161,0.03758621159723589,EC_Post,EC_Post.csv
